order_number,product_name,variant_name,quantity,unit_price,subtotal
ORD-240909-17618,Boysen Permacoat Flat Latex White,4 Liters,2,795.00,1590.00
ORD-240909-22449,Bistay per Sack,,4,185.00,740.00
ORD-240909-22449,Tekscrew,"2.5"" (Per Piece)",75,3.50,262.50
ORD-240909-22449,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",4,48.00,192.00
ORD-240909-20922,Camel Drawer Lock,,12,85.00,1020.00
ORD-240909-20922,Common Wire Nail,"4"" (Per Kilo)",9,56.00,504.00
ORD-240910-44532,Neltex PVC Sanitary P-Trap,"4""",5,225.00,1125.00
ORD-240910-44532,White Sand,,10,48.00,480.00
ORD-240910-44532,Concrete Hollow Block,"4"" CHB (Per Piece)",14,12.00,168.00
ORD-240910-59391,Coco Lumber,2x4x8 (Per Piece),6,96.00,576.00
ORD-240910-59391,Concrete Hollow Block,"6"" CHB (Per Piece)",6,16.00,96.00
ORD-240910-59391,Tekscrew,"2"" (Per Piece)",95,3.00,285.00
ORD-240910-59391,"Hardiflex Screw 1""",,49,2.50,122.50
ORD-240910-59391,Angle Bar,"3/4"" x 3/4"" x 2mm (20ft)",6,300.00,1800.00
ORD-240911-02861,Lucky PPR Elbow Female 1/2,,17,29.00,493.00
ORD-240911-02861,Longspan RIB22,10ft (0.5mm),2,602.00,1204.00
ORD-240911-85546,Longspan RIB22,10ft (0.4mm),2,443.00,886.00
ORD-240911-00168,"Hardiflex Screw 1""",,83,2.50,207.50
ORD-240911-00168,Good Lumber S4S,2x3 per Board Foot,12,62.00,744.00
ORD-240911-39473,Black Screw Pointed,"1"" (Per Box 500pcs)",2,210.00,420.00
ORD-240911-39473,C-Purlins GI,"2"" x 4"" x 6m (1.2mm)",1,510.00,510.00
ORD-240911-39473,Neltex PPR PVC Pipe,"3/4"" x 3m",2,179.00,358.00
ORD-240911-40762,Neltex PPR PVC Pipe,"1/2"" x 3m",3,109.00,327.00
ORD-240911-09098,Tekscrew,"2.5"" (Per Piece)",89,3.50,311.50
ORD-240911-09098,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",12,48.00,576.00
ORD-240911-09098,Longspan RIB22,14ft (0.4mm),3,620.00,1860.00
ORD-240911-09098,Common Wire Nail,"2"" (Per Kilo)",8,60.00,480.00
ORD-240911-09098,KD S4S Wood PL,2x6 per Board Foot,11,75.00,825.00
ORD-240912-12252,Wood Screw Flat Head,"1"" (Per Kilo)",5,180.00,900.00
ORD-240912-12252,Lucky PPR Elbow Female 1/2,,21,29.00,609.00
ORD-240912-12252,Longspan RIB22,14ft (0.4mm),2,620.00,1240.00
ORD-240912-12252,Tekscrew,"2.5"" (Per Piece)",24,3.50,84.00
ORD-240912-12252,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",7,48.00,336.00
ORD-240912-35531,"Hardiflex Screw 1""",,36,2.50,90.00
ORD-240912-35531,W-Clip,,73,2.00,146.00
ORD-240912-35531,Phenolic Board 18mm,,2,780.00,1560.00
ORD-240912-75848,Tekscrew,"1.5"" (Per Piece)",27,2.50,67.50
ORD-240912-75848,Tekscrew,"3"" (Per Piece)",34,4.00,136.00
ORD-240912-91345,Marine Plywood Local,1/4 (4x8ft),3,380.00,1140.00
ORD-240912-91345,Neltex PVC Sanitary P-Trap,"3""",4,145.00,580.00
ORD-240912-91345,Marine Plywood Local,3/4 (4x8ft),2,920.00,1840.00
ORD-240913-57515,Neltex Sanitary PVC Pipe S600,"4"" x 3m",2,608.00,1216.00
ORD-240913-57515,Tekscrew,"1"" (Per Piece)",34,2.00,68.00
ORD-240913-57515,Tekscrew,"1.5"" (Per Piece)",41,2.50,102.50
ORD-240913-77985,Angle Bar,"3/4"" x 3/4"" x 2mm (20ft)",2,300.00,600.00
ORD-240913-21006,Concrete Hollow Block,"4"" CHB (Per Piece)",14,12.00,168.00
ORD-240913-21006,KD S4S Wood PL,2x3 per Board Foot,10,72.00,720.00
ORD-240913-51830,Phenolic Board 18mm,,2,780.00,1560.00
ORD-240913-51830,Tekscrew,"1.5"" (Per Piece)",68,2.50,170.00
ORD-240913-51830,Coco Lumber,2x3x10 (Per Piece),7,90.00,630.00
ORD-240913-26766,"Hardiflex Screw 1""",,41,2.50,102.50
ORD-240913-26766,G.I Pipe Local S20,"1"" (20ft)",1,395.00,395.00
ORD-240913-26766,Neltex Electrical Pipe Thinwall,"1"" Per Piece",3,68.00,204.00
ORD-240913-73870,Black Screw Metal,"1.5"" (Per Box 500pcs)",6,265.00,1590.00
ORD-240913-73870,Tekscrew,"2"" (Per Piece)",73,3.00,219.00
ORD-240914-59018,Coco Lumber,2x2x8 (Per Piece),4,48.00,192.00
ORD-240914-59018,Phenolic Board 1/2 Croco,,2,620.00,1240.00
ORD-240914-59018,Wood Screw Flat Head,"2"" (Per Kilo)",2,168.00,336.00
ORD-240914-59018,Longspan RIB22,12ft (0.4mm),1,531.00,531.00
ORD-240914-59018,Tekscrew,"1"" (Per Piece)",74,2.00,148.00
ORD-240914-40963,Tox,#8 Tox (Per Box),2,48.00,96.00
ORD-240914-40963,Longspan RIB22,10ft (0.5mm),3,602.00,1806.00
ORD-240914-85562,Longspan RIB22,10ft (0.4mm),3,443.00,1329.00
ORD-240914-85562,Deformed Bar G40,16mm x 6m,3,293.00,879.00
ORD-240915-68427,Marine Plywood Local,3/4 (4x8ft),1,920.00,920.00
ORD-240915-68427,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-240916-68161,Neltex Sanitary PVC Pipe S600,"4"" x 3m",3,608.00,1824.00
ORD-240916-95467,"Neltex Electrical Pipe Thickwall 1/2""",,7,65.00,455.00
ORD-240916-38614,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) 5kg pack",1,616.00,616.00
ORD-240916-38614,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",3,510.00,1530.00
ORD-240916-38614,Longspan RIB22,10ft (0.5mm),2,602.00,1204.00
ORD-240916-01912,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-240916-01912,Boysen Permacoat Flat Latex White,1 Liter,4,225.00,900.00
ORD-240917-46289,Neltex PVC Sanitary P-Trap,"3""",1,145.00,145.00
ORD-240917-46289,Tekscrew,"2"" (Per Piece)",35,3.00,105.00
ORD-240917-46289,Tekscrew,"1"" (Per Piece)",89,2.00,178.00
ORD-240917-46289,Coco Lumber,2x3x8 (Per Piece),4,72.00,288.00
ORD-240917-91226,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-240917-62040,Tekscrew,"3"" (Per Piece)",37,4.00,148.00
ORD-240917-62040,Lucky PPR Elbow Female 1/2,,23,29.00,667.00
ORD-240917-62040,Tekscrew,"1.5"" (Per Piece)",31,2.50,77.50
ORD-240917-24911,Tekscrew,"1"" (Per Piece)",47,2.00,94.00
ORD-240917-24911,Coco Lumber,2x2x8 (Per Piece),7,48.00,336.00
ORD-240918-92094,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-240918-92094,Tekscrew,"2.5"" (Per Piece)",96,3.50,336.00
ORD-240918-53264,G.I Pipe Local S20,"1.5"" (20ft)",2,615.00,1230.00
ORD-240918-23224,Longspan RIB22,8ft (0.5mm),3,482.00,1446.00
ORD-240918-23224,Boysen Lacquer Thinner B50,1/4 Liter,3,78.00,234.00
ORD-240918-23224,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",2,530.00,1060.00
ORD-240919-44259,Boysen Lacquer Thinner B50,4 Liters,3,875.00,2625.00
ORD-240919-77902,Phenolic Board 18mm,,2,780.00,1560.00
ORD-240919-77902,Lucky PPR Elbow Female 1/2,,5,29.00,145.00
ORD-240919-77902,Good Lumber S4S,2x4 per Board Foot,2,62.00,124.00
ORD-240919-26060,Marine Plywood Local,3/4 (4x8ft),1,920.00,920.00
ORD-240919-26060,Plywood Ordinary,1/2 (4x8ft),3,480.00,1440.00
ORD-240919-26060,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",3,270.00,810.00
ORD-240919-26060,Common Wire Nail,"1"" (Per Kilo)",5,65.00,325.00
ORD-240919-26060,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-240920-03700,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",11,32.00,352.00
ORD-240920-03700,Tekscrew,"1"" (Per Piece)",97,2.00,194.00
ORD-240920-03197,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-240920-03197,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-240921-33767,KD S4S Wood PL,2x6 per Board Foot,3,75.00,225.00
ORD-240921-33767,Neltex PVC Sanitary P-Trap,"4""",5,225.00,1125.00
ORD-240921-33767,Longspan RIB22,12ft (0.4mm),1,531.00,531.00
ORD-240921-38031,Lucky PPR Elbow Female 1/2,,19,29.00,551.00
ORD-240921-38031,Tekscrew,"1"" (Per Piece)",18,2.00,36.00
ORD-240921-38031,Nihonweld Welding Rod N6013,"5/32"" (4.0mm) per kg",5,175.00,875.00
ORD-240921-00054,Tekscrew,"2"" (Per Piece)",13,3.00,39.00
ORD-240921-00054,Phenolic Board 1/2 Croco,,2,620.00,1240.00
ORD-240922-13121,Phenolic Board 1/2 Croco,,2,620.00,1240.00
ORD-240922-13121,"Twisted Wire Cup Brush 4""",,2,95.00,190.00
ORD-240922-13121,Tekscrew,"2.5"" (Per Piece)",89,3.50,311.50
ORD-240923-29433,Longspan RIB22,14ft (0.4mm),3,620.00,1860.00
ORD-240923-29433,Tox,#10 Tox (Per Box),2,65.00,130.00
ORD-240923-29433,Metal Furring,19 x 50 (10ft),3,71.00,213.00
ORD-240923-86392,Lucky PPR Elbow Female 1/2,,9,29.00,261.00
ORD-240923-86392,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",9,32.00,288.00
ORD-240923-11651,Deformed Bar G33,9mm x 6m,8,75.00,600.00
ORD-240923-11651,Tekscrew,"2"" (Per Piece)",31,3.00,93.00
ORD-240923-32229,Marine Plywood Local,1/2 (4x8ft),2,640.00,1280.00
ORD-240923-32229,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",7,48.00,336.00
ORD-240923-32229,Tekscrew,"1"" (Per Piece)",93,2.00,186.00
ORD-240923-93770,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-240923-93770,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-240923-93770,Coco Lumber,2x4x8 (Per Piece),11,96.00,1056.00
ORD-240923-93770,Boysen Lacquer Thinner B50,4 Liters,2,875.00,1750.00
ORD-240923-93770,Concrete Hollow Block,"4"" CHB (Per Piece)",16,12.00,192.00
ORD-240924-08280,Longspan RIB22,10ft (0.5mm),3,602.00,1806.00
ORD-240924-08280,"Neltex Electrical Pipe Thickwall 1/2""",,7,65.00,455.00
ORD-240924-08280,Plywood Ordinary,3/4 (4x8ft),3,710.00,2130.00
ORD-240924-75791,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",1,270.00,270.00
ORD-240924-75791,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) per kg",2,165.00,330.00
ORD-240924-75791,White Sand,,2,48.00,96.00
ORD-240924-75791,Tox,#8 Tox (Per Box),2,48.00,96.00
ORD-240925-41979,Coco Lumber,2x2x8 (Per Piece),2,48.00,96.00
ORD-240925-41979,Republic Cement,,3,255.00,765.00
ORD-240925-41979,Novtek Concrete Sealer 4 Liters,,1,480.00,480.00
ORD-240925-63431,KD S4S Wood PL,2x6 per Board Foot,8,75.00,600.00
ORD-240925-07785,"Twisted Wire Cup Brush 4""",,11,95.00,1045.00
ORD-240925-07785,Lucky PPR Elbow Female 1/2,,21,29.00,609.00
ORD-240925-54727,Camel Drawer Lock,,11,85.00,935.00
ORD-240925-54727,Metal Studs,,1,165.00,165.00
ORD-240926-21247,Eagle Cement Advance,,1,260.00,260.00
ORD-240926-21247,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",11,32.00,352.00
ORD-240926-21247,Tekscrew,"2.5"" (Per Piece)",45,3.50,157.50
ORD-240926-21247,Nihonweld Welding Rod N6013,"1/8"" (3.2mm) per kg",1,165.00,165.00
ORD-240926-11108,Concrete Hollow Block,"6"" CHB (Per Piece)",17,16.00,272.00
ORD-240926-11108,Concrete Hollow Block,"4"" CHB (Per Piece)",23,12.00,276.00
ORD-240926-11108,Neltex Sanitary PVC Pipe S600,"4"" x 3m",1,608.00,608.00
ORD-240926-11108,Adjustable Hacksaw,,4,130.00,520.00
ORD-240926-97267,"Neltex Electrical Pipe Thickwall 1/2""",,9,65.00,585.00
ORD-240926-97267,Tekscrew,"2.5"" (Per Piece)",86,3.50,301.00
ORD-240926-97267,Plywood Ordinary,1/2 (4x8ft),2,480.00,960.00
ORD-240926-92835,Tekscrew,"1"" (Per Piece)",62,2.00,124.00
ORD-240926-92835,Concrete Hollow Block,"4"" CHB (Per Piece)",23,12.00,276.00
ORD-240926-92835,W-Clip,,45,2.00,90.00
ORD-240927-09398,Phenolic Board 1/2 Croco,,3,620.00,1860.00
ORD-240927-09398,Tekscrew,"3"" (Per Piece)",39,4.00,156.00
ORD-240927-65860,Neltex PVC Sanitary P-Trap,"4""",6,225.00,1350.00
ORD-240927-65860,Longspan RIB22,10ft (0.4mm),3,443.00,1329.00
ORD-240927-65860,Tekscrew,"1.5"" (Per Piece)",38,2.50,95.00
ORD-240928-24170,Lucky PPR Elbow Female 1/2,,19,29.00,551.00
ORD-240928-24170,Concrete Nail,"3"" (Per Kilo)",6,118.00,708.00
ORD-240928-24170,Tekscrew,"1.5"" (Per Piece)",20,2.50,50.00
ORD-240928-24170,Deformed Bar G40,16mm x 6m,4,293.00,1172.00
ORD-240928-44272,Tekscrew,"1"" (Per Piece)",33,2.00,66.00
ORD-240928-44272,Tekscrew,"3"" (Per Piece)",93,4.00,372.00
ORD-240928-90605,Deformed Bar G40,20mm x 6m,2,458.00,916.00
ORD-240928-90605,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",7,32.00,224.00
ORD-240929-20605,Black Screw Pointed,"1.5"" (Per Box 500pcs)",5,260.00,1300.00
ORD-240929-20605,Lucky PPR Elbow Female 1/2,,7,29.00,203.00
ORD-240929-20605,Tekscrew,"1.5"" (Per Piece)",96,2.50,240.00
ORD-240929-20605,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-240929-20605,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",4,48.00,192.00
ORD-240930-18465,Tubular Bar GI,"1"" x 2"" (20ft) 1.0mm",2,380.00,760.00
ORD-240930-58886,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",2,530.00,1060.00
ORD-240930-58886,White Sand,,11,48.00,528.00
ORD-240930-21915,Marine Plywood Local,1/2 (4x8ft),1,640.00,640.00
ORD-240930-21915,Black Screw Pointed,"1"" (Per Box 500pcs)",5,210.00,1050.00
ORD-240930-45109,Marine Plywood Local,1/4 (4x8ft),2,380.00,760.00
ORD-240930-45109,KD S4S Wood PL,2x6 per Board Foot,10,75.00,750.00
ORD-240930-64519,Tubular Bar GI,"1"" x 1"" (20ft) 1.0mm",5,270.00,1350.00
ORD-240930-64519,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",11,48.00,528.00
ORD-241001-94735,Concrete Hollow Block,"4"" CHB (Per Piece)",5,12.00,60.00
ORD-241001-94735,Neltex PVC Sanitary P-Trap,"3""",5,145.00,725.00
ORD-241001-94735,Tekscrew,"2"" (Per Piece)",81,3.00,243.00
ORD-241001-43361,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",3,48.00,144.00
ORD-241001-43361,Eagle Cement Advance,,4,260.00,1040.00
ORD-241001-89510,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",1,32.00,32.00
ORD-241001-89510,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",3,48.00,144.00
ORD-241001-16063,Deformed Bar G40,12mm x 6m,2,165.00,330.00
ORD-241001-74564,Neltex PVC Sanitary P-Trap,"4""",1,225.00,225.00
ORD-241001-20657,"Hardiflex Screw 1""",,50,2.50,125.00
ORD-241001-98728,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-241001-40070,Neltex PVC Sanitary P-Trap,"3""",6,145.00,870.00
ORD-241001-40070,Tox,#8 Tox (Per Box),6,48.00,288.00
ORD-241002-74923,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-241002-74923,Deformed Bar G33,10mm x 6m,6,93.00,558.00
ORD-241002-60047,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-241002-60047,Tekscrew,"3"" (Per Piece)",95,4.00,380.00
ORD-241002-26780,Coco Lumber,2x2x10 (Per Piece),6,60.00,360.00
ORD-241002-26780,Tubular Bar GI,"1"" x 2"" (20ft) 1.2mm",1,450.00,450.00
ORD-241002-26780,W-Clip,,67,2.00,134.00
ORD-241002-26780,Wood Screw Flat Head,"2"" (Per Kilo)",2,168.00,336.00
ORD-241003-10259,Neltex Sanitary PVC Pipe S600,"2"" x 3m",2,268.00,536.00
ORD-241003-10259,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",12,32.00,384.00
ORD-241003-39525,Lucky PPR Elbow Female 1/2,,14,29.00,406.00
ORD-241003-19676,Concrete Hollow Block,"6"" CHB (Per Piece)",9,16.00,144.00
ORD-241003-19676,Phenolic Board 1/2 Croco,,1,620.00,620.00
ORD-241003-00013,Neltex PPR PVC Pipe,"1/2"" x 3m",1,109.00,109.00
ORD-241003-00013,GI Wire #16,,2,85.00,170.00
ORD-241003-00013,Lucky PPR Elbow Female 1/2,,18,29.00,522.00
ORD-241003-00013,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",4,32.00,128.00
ORD-241003-23343,Wood Screw Flat Head,"2"" (Per Kilo)",2,168.00,336.00
ORD-241003-23343,Longspan RIB22,16ft (0.4mm),3,708.00,2124.00
ORD-241003-23343,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-241003-33321,KD S4S Wood PL,1x2 per Board Foot,10,72.00,720.00
ORD-241003-33321,Longspan RIB22,16ft (0.4mm),1,708.00,708.00
ORD-241003-33321,"Hardiflex Screw 1""",,47,2.50,117.50
ORD-241003-35760,Black Screw Pointed,"1.5"" (Per Box 500pcs)",2,260.00,520.00
ORD-241003-35760,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-241003-35760,Tekscrew,"2"" (Per Piece)",41,3.00,123.00
ORD-241003-35760,Neltex Sanitary PVC Pipe S600,"4"" x 3m",1,608.00,608.00
ORD-241003-35760,Lucky PPR Elbow Female 1/2,,18,29.00,522.00
ORD-241004-36409,Circuit Breaker Bolt-On,30A,3,268.00,804.00
ORD-241004-36409,Novtek Concrete Sealer 4 Liters,,1,480.00,480.00
ORD-241004-36409,Tekscrew,"1"" (Per Piece)",93,2.00,186.00
ORD-241004-38483,Deformed Bar G33,16mm x 6m,1,235.00,235.00
ORD-241004-38483,Tekscrew,"2.5"" (Per Piece)",93,3.50,325.50
ORD-241004-38483,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-241004-38483,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",2,510.00,1020.00
ORD-241004-03987,Royu THHN Wire 8.0mm,Red (Per Box 75m),1,5200.00,5200.00
ORD-241004-03987,Tox,#8 Tox (Per Box),12,48.00,576.00
ORD-241005-26326,White Sand,,4,48.00,192.00
ORD-241005-26326,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",3,650.00,1950.00
ORD-241005-66084,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",7,48.00,336.00
ORD-241005-66084,Tekscrew,"3"" (Per Piece)",53,4.00,212.00
ORD-241005-66084,Tekscrew,"2.5"" (Per Piece)",16,3.50,56.00
ORD-241005-85321,Longspan RIB22,12ft (0.5mm),3,722.00,2166.00
ORD-241005-85321,Common Wire Nail,"1"" (Per Kilo)",10,65.00,650.00
ORD-241005-85321,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-241006-11579,Marine Plywood Local,1/2 (4x8ft),2,640.00,1280.00
ORD-241006-11579,Coco Lumber,2x2x8 (Per Piece),5,48.00,240.00
ORD-241006-11579,Neltex PVC Sanitary P-Trap,"3""",3,145.00,435.00
ORD-241007-13835,Tekscrew,"2.5"" (Per Piece)",81,3.50,283.50
ORD-241007-13835,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",5,48.00,240.00
ORD-241007-40834,Concrete Hollow Block,"4"" CHB (Per Piece)",13,12.00,156.00
ORD-241007-07371,W-Clip,,80,2.00,160.00
ORD-241007-07371,Coco Lumber,2x2x8 (Per Piece),9,48.00,432.00
ORD-241007-07371,Lucky PPR Elbow Female 1/2,,8,29.00,232.00
ORD-241007-07371,Concrete Hollow Block,"4"" CHB (Per Piece)",7,12.00,84.00
ORD-241007-07371,Tox,#8 Tox (Per Box),4,48.00,192.00
ORD-241007-94688,C-Purlins GI,"2"" x 3"" x 6m (1.2mm)",3,450.00,1350.00
ORD-241007-94688,Marine Plywood Local,1/2 (4x8ft),1,640.00,640.00
ORD-241007-94688,Tox,#8 Tox (Per Box),12,48.00,576.00
ORD-241007-94688,Tubular Bar GI,"2"" x 2"" (20ft) 1.0mm",2,510.00,1020.00
ORD-241007-50717,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",1,650.00,650.00
ORD-241007-50717,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",2,48.00,96.00
ORD-241007-13327,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",10,48.00,480.00
ORD-241007-13327,Royu THHN Wire 8.0mm,Black (Per Box 75m),1,5200.00,5200.00
ORD-241007-13327,Coco Lumber,2x3x10 (Per Piece),10,90.00,900.00
ORD-241007-13327,Tekscrew,"2.5"" (Per Piece)",97,3.50,339.50
ORD-241008-91317,Tekscrew,"1"" (Per Piece)",10,2.00,20.00
ORD-241008-91317,Concrete Nail,"1"" (Per Kilo)",6,125.00,750.00
ORD-241008-85448,Tekscrew,"2"" (Per Piece)",98,3.00,294.00
ORD-241008-85448,Metal Studs,,3,165.00,495.00
ORD-241008-47449,Tekscrew,"2"" (Per Piece)",69,3.00,207.00
ORD-241008-47449,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-241008-47449,Tekscrew,"2.5"" (Per Piece)",30,3.50,105.00
ORD-241008-47449,Longspan RIB22,16ft (0.4mm),3,708.00,2124.00
ORD-241008-47449,Tekscrew,"1.5"" (Per Piece)",81,2.50,202.50
ORD-241009-96983,Black Screw Metal,"1"" (Per Box 500pcs)",6,220.00,1320.00
ORD-241009-96983,Neltex Sanitary PVC Pipe S600,"4"" x 3m",1,608.00,608.00
ORD-241009-22498,Coco Lumber,2x2x8 (Per Piece),3,48.00,144.00
ORD-241009-38924,Longspan RIB22,8ft (0.4mm),1,354.00,354.00
ORD-241009-38924,Tubular Bar GI,"1"" x 2"" (20ft) 1.2mm",2,450.00,900.00
ORD-241009-38924,Coco Lumber,2x2x8 (Per Piece),9,48.00,432.00
ORD-241009-38924,Common Wire Nail,"4"" (Per Kilo)",8,56.00,448.00
ORD-241009-03150,C-Purlins GI,"2"" x 4"" x 6m (1.5mm)",1,650.00,650.00
ORD-241009-03150,"Hardiflex Screw 1""",,73,2.50,182.50
ORD-241009-45380,Tekscrew,"3"" (Per Piece)",11,4.00,44.00
ORD-241009-45380,Black Screw Metal,"2"" (Per Box 500pcs)",3,310.00,930.00
ORD-241009-45380,G.I Pipe Local S20,"2"" (20ft)",3,940.00,2820.00
ORD-241010-18404,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-241010-18404,G.I Pipe Local S20,"1.5"" (20ft)",1,615.00,615.00
ORD-241011-24604,Tekscrew,"1.5"" (Per Piece)",17,2.50,42.50
ORD-241011-24604,Coco Lumber,2x2x8 (Per Piece),8,48.00,384.00
ORD-241011-29676,Angle Bar,"2"" x 2"" x 3mm (20ft)",1,1100.00,1100.00
ORD-241011-29676,Neltex Electrical Pipe Thinwall,"3/4"" Per Piece",11,48.00,528.00
ORD-241011-81601,Concrete Hollow Block,"4"" CHB (Per Piece)",24,12.00,288.00
ORD-241011-81601,G.I Pipe Local S20,"1.5"" (20ft)",2,615.00,1230.00
ORD-241011-98445,Angle Bar,"3/4"" x 3/4"" x 2mm (20ft)",6,300.00,1800.00
ORD-241011-98445,Longspan RIB22,14ft (0.4mm),1,620.00,620.00
ORD-241011-98445,Angle Bar,"1"" x 1"" x 2mm (20ft)",1,360.00,360.00
ORD-241011-98445,Royu THHN Wire 8.0mm,Green (Per Box 75m),1,5200.00,5200.00
ORD-241012-86349,Deformed Bar G33,16mm x 6m,5,235.00,1175.00
ORD-241012-86349,Tox,#8 Tox (Per Box),6,48.00,288.00
ORD-241012-86349,G.I Pipe Local S20,"1.5"" (20ft)",1,615.00,615.00
ORD-241012-98634,Coco Lumber,2x4x8 (Per Piece),9,96.00,864.00
ORD-241012-98634,Neltex PPR PVC Pipe,"1/2"" x 3m",6,109.00,654.00
ORD-241012-98634,Neltex PVC Sanitary P-Trap,"2""",9,85.00,765.00
ORD-241012-98634,Tekscrew,"2"" (Per Piece)",32,3.00,96.00
ORD-241012-74117,Neltex Electrical Pipe Thinwall,"1/2"" Per Piece",10,32.00,320.00
ORD-241012-74117,"Hardiflex Screw 1""",,100,2.50,250.00
ORD-241012-99815,G.I Pipe Local S20,"1/2"" (20ft)",5,245.00,1225.00
ORD-241012-99815,Longspan RIB22,12ft (0.5mm),1,722.00,722.00
ORD-241013-09066,Tekscrew,"1.5"" (Per Piece)",57,2.50,142.50
ORD-241013-09066,Good Lumber S4S,2x3 per Board Foot,11,62.00,682.00
ORD-241013-09066,Deformed Bar G40,16mm x 6m,6,293.00,1758.00
ORD-241014-89564,Angle Bar,"1.5"" x 1.5"" x 2mm (20ft)",2,530.00,1060.00
ORD-241014-89564,Coco Lumber,2x4x8 (Per Piece),6,96.00,576.00
ORD-241014-89564,Coco Lumber,2x2x8 (Per Piece),12,48.00,576.00
ORD-241014-18581,Wood Screw Flat Head,"1"" (Per Kilo)",3,180.00,540.00
ORD-241014-18581,Royu THHN Wire 8.0mm,White (Per Box 75m),1,5200.00,5200.00
ORD-241014-18581,"Hardiflex Screw 1""",,42,2.50,105.00
ORD-241015-96602,"Hardiflex Screw 1""",,33,2.50,82.50
ORD-241015-12960,Tekscrew,"1.5"" (Per Piece)",29,2.50,72.50
ORD-241015-12960,Republic Cement,,3,255.00,765.00
ORD-241015-31181,W-Clip,,86,2.00,172.00
ORD-241015-31181,White Sand,,11,48.00,528.00
ORD-241015-31181,Good Lumber S4S,2x6 per Board Foot,3,65.00,195.00
ORD-241015-79247,Coco Lumber,2x2x8 (Per Piece),4,48.00,192.00
ORD-241015-79247,White Sand,,3,48.00,144.00
ORD-241015-79247,Longspan RIB22,12ft (0.5mm),2,722.00,1444.00
ORD-241015-22789,Plywood Ordinary,3/4 (4x8ft),2,710.00,1420.00
ORD-241015-22789,KD S4S Wood PL,1x2 per Board Foot,1,72.00,72.00
ORD-241015-22789,Marine Plywood Local,3/4 (4x8ft),3,920.00,2760.00
ORD-241015-22789,Good Lumber S4S,2x4 per Board Foot,8,62.00,496.00
ORD-241015-32282,Boysen Permacoat Flat Latex White,16 Liters (1 Pail),1,2850.00,2850.00
ORD-241015-32282,Common Wire Nail,"4"" (Per Kilo)",3,56.00,168.00
